Region,Country,Year,Value Column Name,Value
"Americas","USA","2017","PY","293000"
"Americas","USA","2017","PL","350000"
"Americas","USA","2017","AC","359000"
"Americas","USA","2017","AC - PY","66000"
"Americas","USA","2017","(AC - PY)%","0.22525597269624573"
"Americas","USA","2017","AC - PL","9000"
"Americas","USA","2017","(AC - PL)%","0.02571428571428571"
"Americas","USA","2017","PL - PY","57000"
"Americas","USA","2017","(PL - PY)%","0.19453924914675766"
"Americas","USA","2018","PY","341000"
"Americas","USA","2018","PL","133000"
"Americas","USA","2018","AC","275000"
"Americas","USA","2018","AC - PY","-66000"
"Americas","USA","2018","(AC - PY)%","-0.1935483870967742"
"Americas","USA","2018","AC - PL","142000"
"Americas","USA","2018","(AC - PL)%","1.0676691729323309"
"Americas","USA","2018","PL - PY","-208000"
"Americas","USA","2018","(PL - PY)%","-0.6099706744868035"
"Americas","USA","2019","PY","286000"
"Americas","USA","2019","PL","259000"
"Americas","USA","2019","AC","321000"
"Americas","USA","2019","AC - PY","35000"
"Americas","USA","2019","(AC - PY)%","0.12237762237762238"
"Americas","USA","2019","AC - PL","62000"
"Americas","USA","2019","(AC - PL)%","0.23938223938223938"
"Americas","USA","2019","PL - PY","-27000"
"Americas","USA","2019","(PL - PY)%","-0.0944055944055944"
"Americas","Brazil","2017","PY","297000"
"Americas","Brazil","2017","PL","381000"
"Americas","Brazil","2017","AC","233000"
"Americas","Brazil","2017","AC - PY","-64000"
"Americas","Brazil","2017","(AC - PY)%","-0.21548821548821548"
"Americas","Brazil","2017","AC - PL","-148000"
"Americas","Brazil","2017","(AC - PL)%","-0.3884514435695538"
"Americas","Brazil","2017","PL - PY","84000"
"Americas","Brazil","2017","(PL - PY)%","0.2828282828282828"
"Americas","Brazil","2018","PY","-44000"
"Americas","Brazil","2018","PL","273000"
"Americas","Brazil","2018","AC","280000"
"Americas","Brazil","2018","AC - PY","324000"
"Americas","Brazil","2018","(AC - PY)%","7.363636363636363"
"Americas","Brazil","2018","AC - PL","7000"
"Americas","Brazil","2018","(AC - PL)%","0.02564102564102564"
"Americas","Brazil","2018","PL - PY","317000"
"Americas","Brazil","2018","(PL - PY)%","7.204545454545454"
"Americas","Brazil","2019","PY","238000"
